iter	MultiClass
0	1.003718948
1	0.9205375613
2	0.8480182672
3	0.7840065256
4	0.726999755
5	0.6756427412
6	0.6294306814
7	0.5873081554
8	0.5495392324
9	0.5147581985
10	0.4831410072
11	0.4537483595
12	0.4262872607
13	0.4009626873
14	0.377301014
15	0.3557717673
16	0.3355204077
17	0.3167132887
18	0.2987695215
19	0.2824762516
20	0.2668092671
21	0.2522761048
22	0.2386794853
23	0.2260223492
24	0.214021385
25	0.2027359255
26	0.1921569082
27	0.1819667449
28	0.1724268787
29	0.1633825295
30	0.1548436438
31	0.1469064327
32	0.1394332474
33	0.1322764226
34	0.1254988508
35	0.1190751884
36	0.1130670336
37	0.1073488024
38	0.1019588565
39	0.09685554081
40	0.09195626531
41	0.08735667216
42	0.08300078918
43	0.07889063908
44	0.0749619848
45	0.07135958611
46	0.06798878147
47	0.06463465714
48	0.06145851048
49	0.05843107626
50	0.05555516746
51	0.05290332891
52	0.0503478938
53	0.04787964518
54	0.04553094018
55	0.04330664864
56	0.04117848574
57	0.03919193062
58	0.03730870702
59	0.03554196769
60	0.03384220551
61	0.03221076219
62	0.03066502491
63	0.02919936493
64	0.02779941032
65	0.02648873975
66	0.02522295364
67	0.02401911889
68	0.022875477
69	0.02181214992
70	0.02077334127
71	0.01979283541
72	0.01885856352
73	0.01798865278
74	0.01716153405
75	0.01637167579
76	0.01560410282
77	0.01487690649
78	0.01417951754
79	0.01352966181
80	0.0129005479
81	0.01229330069
82	0.01173223359
83	0.01118969388
84	0.01067844919
85	0.0101883202
86	0.009712234835
87	0.009266196476
88	0.008840413136
89	0.008435020715
90	0.00805770819
91	0.007691502484
92	0.007344834472
93	0.007011537663
94	0.006695938653
95	0.006394243723
96	0.006106189768
97	0.005837559315
98	0.005587136737
99	0.005348739863
100	0.005112777737
101	0.004888980917
102	0.004680786699
103	0.004492233677
104	0.004295406827
105	0.004107585852
106	0.003933373741
107	0.003762763983
108	0.003601147559
109	0.003452329429
110	0.003310312216
111	0.003167492765
112	0.003032234772
113	0.002905991222
114	0.0027892153
115	0.002681154473
116	0.002569654817
117	0.002466003323
118	0.002363490741
119	0.002266031843
120	0.002175633951
121	0.002087274241
122	0.00201162776
123	0.001939598115
124	0.001862441665
125	0.001789126369
126	0.001719195575
127	0.001652675342
128	0.001596363125
129	0.001534963389
130	0.00148423908
131	0.001428527786
132	0.001381961751
133	0.001348068858
134	0.001304287443
135	0.001263305179
136	0.001221736244
137	0.001182379263
138	0.001140326799
139	0.001106213964
140	0.001067780004
141	0.001031326328
142	0.001001728096
143	0.0009871828404
144	0.0009598985003
145	0.0009342027903
146	0.0009086472102
147	0.0008837243044
148	0.0008585889837
149	0.0008355611675
150	0.000824669271
151	0.0008026191375
152	0.000785246544
153	0.0007649529433
154	0.0007457717135
155	0.0007278840168
156	0.0007080152361
157	0.0006992854961
158	0.0006884756401
159	0.0006726155293
160	0.0006571420733
161	0.0006485645091
162	0.0006367418926
163	0.0006184822877
164	0.0006048802643
165	0.0005974253427
166	0.0005885117568
167	0.0005758686177
168	0.0005690183058
169	0.0005603004423
170	0.0005553267819
171	0.0005439106542
172	0.0005327317768
173	0.0005234779324
174	0.0005131626136
175	0.0005001385924
176	0.0004957964213
177	0.0004849787776
178	0.0004760294247
179	0.0004645276755
180	0.0004589379119
181	0.0004513258116
182	0.0004443276177
183	0.0004400602143
184	0.0004318585782
185	0.0004245334013
186	0.0004201529195
187	0.000412641901
188	0.0004058564712
189	0.0004017408544
190	0.0003951679065
191	0.0003861222213
192	0.0003798435743
193	0.0003735009753
194	0.0003715765144
195	0.0003658638864
196	0.0003602790937
197	0.0003545058531
198	0.0003491169955
199	0.0003469314294
200	0.0003417370671
201	0.0003401633858
202	0.0003350512635
203	0.0003301941368
204	0.0003253979013
205	0.0003207337644
206	0.0003160254752
207	0.0003109607007
208	0.0003064766419
209	0.0003021902762
210	0.0002979073036
211	0.0002922361482
212	0.0002885310784
213	0.0002849077651
214	0.0002813014342
215	0.0002778357378
216	0.0002736768917
217	0.0002689918466
218	0.0002658904487
219	0.0002623459867
220	0.0002593451962
221	0.000256395254
222	0.0002533883262
223	0.0002522328715
224	0.0002510417457
225	0.0002482661864
226	0.00024557113
227	0.0002426045807
228	0.0002417475041
229	0.0002390256953
230	0.0002363926009
231	0.000233819004
232	0.0002311849194
233	0.000228690443
234	0.0002270146563
235	0.0002246619802
236	0.0002216628818
237	0.0002182954829
238	0.0002161739107
239	0.0002139800216
240	0.0002119589809
241	0.0002098833166
242	0.0002079151085
243	0.0002071612348
244	0.0002052227309
245	0.0002035022564
246	0.000202791336
247	0.0002008516088
248	0.0001988213565
249	0.0001965070526
250	0.0001948019885
251	0.0001930255062
252	0.0001912823183
253	0.0001902407384
254	0.000188556145
255	0.0001868166786
256	0.0001861838099
257	0.000184496713
258	0.0001826933181
259	0.000181044021
260	0.0001794583299
261	0.0001780081128
262	0.0001764009962
263	0.0001749454381
264	0.0001735221617
265	0.0001728473683
266	0.0001714498396
267	0.0001704831276
268	0.0001695406982
269	0.0001681523484
270	0.0001660354285
271	0.0001647868765
272	0.0001635555899
273	0.0001622988687
274	0.0001608526428
275	0.0001596803789
276	0.0001582820192
277	0.0001570933512
278	0.0001558698386
279	0.0001541040661
280	0.0001529346725
281	0.0001518611336
282	0.0001504981111
283	0.0001494062549
284	0.0001487717933
285	0.0001476557029
286	0.0001460490306
287	0.0001453131869
288	0.000144153262
289	0.0001432045204
290	0.000142294506
291	0.0001413280888
292	0.0001403890706
293	0.0001397118448
294	0.0001388170566
295	0.0001378241282
296	0.0001367734789
297	0.0001359183786
298	0.0001349356458
299	0.0001340952453
